Month,Day,Hour,solar1_output_MW,solar2_output_MW,solar3_output_MW
7,7,11,44.860032,44.382836,47.016872
7,7,12,44.778476,44.398148,47.066872
7,7,13,44.383324,44.582796,46.720808
7,7,14,43.620492,43.98602,45.806544
7,7,15,41.920068,42.305432,44.05974
7,7,16,37.283292,38.582124,39.451236
7,7,17,18.174274,27.239156,24.31105
7,7,18,13.030846,7.696589,4.137518
7,7,19,0,0,0
7,7,20,0,0,0
7,7,21,0,0,0
7,7,22,0,0,0
7,7,23,0,0,0
7,8,0,0,0,0
7,8,1,0,0,0
7,8,2,0,0,0
7,8,3,0,0,0
7,8,4,0,0,0
7,8,5,4.15573925,9.068361,12.512119
7,8,6,24.576874,6.7628825,19.394642
7,8,7,38.55122,12.673317,38.068572
7,8,8,41.4052,33.675356,43.060332
7,8,9,43.47996,42.045284,45.659752
7,8,10,43.845432,42.513564,46.570248
7,8,11,44.545956,43.978256,46.99956
7,8,12,44.394604,44.064452,47.089656
7,8,13,44.708508,43.577972,47.074656
7,8,14,43.91062,43.3564,46.423884
7,8,15,41.881524,41.816428,44.461252
7,8,16,36.878468,38.0682,40.184112
7,8,17,18.359312,27.186754,24.923218
7,8,18,12.54097,7.7878185,4.0279755
7,8,19,0,0,0
7,8,20,0,0,0
7,8,21,0,0,0
7,8,22,0,0,0
7,8,23,0,0,0
7,9,0,0,0,0
7,9,1,0,0,0
7,9,2,0,0,0
7,9,3,0,0,0
7,9,4,0,0,0
7,9,5,4.01610725,0.515704094,12.585997
7,9,6,24.82979,5.518024,19.115722
7,9,7,38.272696,17.252372,10.678544
7,9,8,42.10514,41.04238,42.690824
7,9,9,43.18642,42.173752,44.49572
7,9,10,44.089716,42.706516,44.973772
7,9,11,44.082284,42.933204,45.537532
7,9,12,43.965164,42.79566,45.390644
7,9,13,44.158856,43.674352,45.7421
7,9,14,43.36346,43.180836,44.554028
7,9,15,41.2731,42.242796,42.999128
7,9,16,36.624592,38.525872,37.850628
7,9,17,17.952114,27.951716,22.95469
7,9,18,11.826778,7.8752405,4.18976525
7,9,19,0,0,0
7,9,20,0,0,0
7,9,21,0,0,0
7,9,22,0,0,0
7,9,23,0,0,0
7,10,0,0,0,0
7,10,1,0,0,0
7,10,2,0,0,0
7,10,3,0,0,0
7,10,4,0,0,0
7,10,5,0.492022406,11.509382,8.97807
7,10,6,16.819388,17.854986,17.290034
7,10,7,36.968624,35.373852,35.077524
7,10,8,39.735724,39.842296,20.965384
7,10,9,40.561804,40.950692,19.253512
7,10,10,36.110432,42.929944,21.92438
7,10,11,39.200972,44.233816,44.951764
7,10,12,42.136388,44.245504,26.127214
7,10,13,41.879812,43.848144,21.724408
7,10,14,40.96208,43.843684,3.47595775
7,10,15,39.163768,42.079004,5.684573
7,10,16,33.9895,38.112596,7.274739
7,10,17,16.536266,27.427142,2.8400645
7,10,18,10.199141,7.7286065,1.1981685
7,10,19,0,0,0
7,10,20,0,0,0
7,10,21,0,0,0
7,10,22,0,0,0
7,10,23,0,0,0
7,11,0,0,0,0
7,11,1,0,0,0
7,11,2,0,0,0
7,11,3,0,0,0
7,11,4,0,0,0
7,11,5,3.863267,0.354406344,0.860791438
7,11,6,22.425944,2.76955175,16.396119
7,11,7,35.223968,11.4631,5.289895
7,11,8,39.100556,40.098408,15.150097
7,11,9,40.242016,40.804996,34.570172
7,11,10,40.671312,40.891616,42.75266
7,11,11,40.686152,41.117996,42.882024
7,11,12,41.1532,42.425756,43.988996
7,11,13,40.73228,41.755216,43.674244
7,11,14,39.810948,42.110292,43.102456
7,11,15,37.485084,41.06168,41.837136
7,11,16,21.193178,37.446268,37.097824
7,11,17,15.907232,26.756696,22.514696
7,11,18,9.100636,7.591833,4.1950235
7,11,19,0,0,0
7,11,20,0,0,0
7,11,21,0,0,0
7,11,22,0,0,0
7,11,23,0,0,0
7,12,0,0,0,0
7,12,1,0,0,0
7,12,2,0,0,0
7,12,3,0,0,0
7,12,4,0,0,0
7,12,5,3.6764015,9.721866,8.800167
7,12,6,22.518344,2.13430775,17.371522
7,12,7,36.197136,4.5165395,6.5017885
7,12,8,39.418888,13.893585,41.283104
7,12,9,40.666068,13.353301,43.517492
7,12,10,41.161792,19.232286,44.417028
7,12,11,41.928248,29.953106,45.708932
7,12,12,41.845676,45.092384,45.832852
7,12,13,42.180556,44.280236,45.658596
7,12,14,41.367996,44.171764,45.306156
7,12,15,39.724388,43.10634,43.64712
7,12,16,34.724048,38.54896,39.49238
7,12,17,17.04924,27.613336,24.466102
7,12,18,11.27867,7.67443,3.983938
7,12,19,0,0,0
7,12,20,0,0,0
7,12,21,0,0,0
7,12,22,0,0,0
7,12,23,0,0,0
7,13,0,0,0,0
7,13,1,0,0,0
7,13,2,0,0,0
7,13,3,0,0,0
7,13,4,0,0,0
7,13,5,3.51156,9.701225,11.309285
7,13,6,22.951684,2.557722,18.427966
7,13,7,36.27904,2.87452525,3.988276
7,13,8,40.084108,13.870117,9.326997
7,13,9,41.171388,43.566312,44.64088
7,13,10,41.644032,43.822184,45.21236
7,13,11,42.32766,44.143776,45.458268
7,13,12,42.739996,44.04238,46.011064
7,13,13,42.408968,44.715928,45.719812
7,13,14,41.745944,44.199328,45.331748
7,13,15,39.845828,42.816036,44.11058
7,13,16,35.37886,38.904036,39.395288
7,13,17,17.360052,28.17996,24.113822
7,13,18,11.717785,7.762621,4.09455375
7,13,19,0,0,0
7,13,20,0,0,0
7,13,21,0,0,0
7,13,22,0,0,0
7,13,23,0,0,0
7,14,0,0,0,0
7,14,1,0,0,0
7,14,2,0,0,0
7,14,3,0,0,0
7,14,4,0,0,0
7,14,5,3.48256425,10.99263,12.138916
7,14,6,22.408682,17.362472,18.641026
7,14,7,36.158136,35.890212,12.841574
7,14,8,39.027672,40.477352,43.938268
7,14,9,40.037248,42.289724,45.859352
7,14,10,41.484492,43.064928,47.252388
7,14,11,41.505012,43.311172,47.732624
7,14,12,41.87644,44.60126,47.823932
7,14,13,41.731864,44.128388,47.579928
7,14,14,40.973328,43.425584,46.885464
7,14,15,38.902988,42.14868,45.16244
7,14,16,34.113432,38.894644,40.809436
7,14,17,16.574471,28.186348,24.908178
7,14,18,10.218384,7.51649,4.01521975
7,14,19,0,0,0
7,14,20,0,0,0
7,14,21,0,0,0
7,14,22,0,0,0
7,14,23,0,0,0
7,15,0,0,0,0
7,15,1,0,0,0
7,15,2,0,0,0
7,15,3,0,0,0
7,15,4,0,0,0
7,15,5,3.468811,11.864805,12.58391
7,15,6,21.65951,16.775103,19.572698
7,15,7,34.099364,34.932092,4.622074
7,15,8,38.051872,37.74988,26.842284
7,15,9,40.239028,39.368996,47.701252
7,15,10,40.630876,39.9285,48.8606
7,15,11,41.236316,41.550444,49.25784
7,15,12,40.820904,41.408848,49.308644
7,15,13,40.363048,42.084544,49.286828
7,15,14,39.78244,41.615444,48.6644
7,15,15,37.495852,40.371096,46.828112
7,15,16,32.252636,37.239096,42.226336
7,15,17,15.425147,26.879638,25.564636
7,15,18,8.0754495,7.3121535,4.1622305
7,15,19,0,0,0
7,15,20,0,0,0
7,15,21,0,0,0
7,15,22,0,0,0
7,15,23,0,0,0
7,16,0,0,0,0
7,16,1,0,0,0
7,16,2,0,0,0
7,16,3,0,0,0
7,16,4,0,0,0
7,16,5,3.5356695,11.232497,11.610967
7,16,6,20.603036,16.943638,19.210024
7,16,7,32.753534,34.369112,10.288359
7,16,8,36.19722,38.248644,23.29626
7,16,9,38.271412,39.681588,47.505956
7,16,10,37.2491,40.005156,48.323184
7,16,11,39.757604,41.580844,48.544652
7,16,12,39.539044,42.430404,49.160764
7,16,13,40.036552,42.188592,48.927564
7,16,14,38.768604,42.274872,48.34596
7,16,15,36.483884,41.331548,46.498732
7,16,16,30.653538,37.562776,42.268156
7,16,17,13.555916,26.91425,25.800118
7,16,18,0.3399715,7.3478215,3.8580725
7,16,19,0,0,0
7,16,20,0,0,0
7,16,21,0,0,0
7,16,22,0,0,0
7,16,23,0,0,0
7,17,0,0,0,0
7,17,1,0,0,0
7,17,2,0,0,0
7,17,3,0,0,0
7,17,4,0,0,0
7,17,5,10.163997,10.929115,12.141617
7,17,6,18.580798,16.83631,19.14231
7,17,7,31.985834,35.033672,3.723794
7,17,8,35.140528,38.959372,13.241943
7,17,9,36.819368,40.684228,47.44992
7,17,10,37.571672,40.761556,48.371552
7,17,11,38.976932,42.36692,48.798852
7,17,12,37.232004,43.243072,48.560736
7,17,13,38.221592,42.814052,48.702484
7,17,14,37.02952,42.063264,48.208836
7,17,15,36.470816,41.141424,46.474048
7,17,16,31.175398,38.07818,41.784308
7,17,17,14.396835,26.905618,25.228126
7,17,18,6.793025,7.3184055,3.93384975
7,17,19,0,0,0
7,17,20,0,0,0
7,17,21,0,0,0
7,17,22,0,0,0
7,17,23,0,0,0
7,18,0,0,0,0
7,18,1,0,0,0
7,18,2,0,0,0
7,18,3,0,0,0
7,18,4,0,0,0
7,18,5,10.713325,11.246188,11.196833
7,18,6,18.555996,17.359894,18.667082
7,18,7,30.925098,35.29662,4.00485525
7,18,8,34.68754,39.37408,14.492675
7,18,9,36.081516,40.959032,46.545552
7,18,10,38.250888,41.270048,47.120004
7,18,11,36.921228,43.10834,47.961508
7,18,12,38.719188,44.440984,48.1316
7,18,13,38.510384,45.161812,48.192124
7,18,14,37.338824,44.958092,47.58502
7,18,15,34.701408,43.92772,45.601724
7,18,16,28.470586,40.740072,12.686823
7,18,17,13.370707,29.54732,3.9748995
7,18,18,4.2495435,7.7941975,3.95483025
7,18,19,0,0,0
7,18,20,0,0,0
7,18,21,0,0,0
7,18,22,0,0,0
7,18,23,0,0,0
7,19,0,0,0,0
7,19,1,0,0,0
7,19,2,0,0,0
7,19,3,0,0,0
7,19,4,0,0,0
7,19,5,2.2242145,11.402402,10.04488
7,19,6,5.7505935,17.500046,17.895982
7,19,7,33.01189,36.959256,4.2398965
7,19,8,37.417948,39.928492,12.385937
7,19,9,39.069196,41.352448,13.542765
7,19,10,40.021996,41.721672,46.593732
7,19,11,40.092912,41.756368,46.877704
7,19,12,36.674724,43.115568,46.667556
7,19,13,9.822161,44.041036,46.23274
7,19,14,5.072383,43.538584,45.685276
7,19,15,37.6091,42.687592,43.248744
7,19,16,30.55741,39.27896,37.883188
7,19,17,14.871044,28.370106,4.292474
7,19,18,7.1359485,7.5852365,4.056386
7,19,19,0,0,0
7,19,20,0,0,0
7,19,21,0,0,0
7,19,22,0,0,0
7,19,23,0,0,0
7,20,0,0,0,0
7,20,1,0,0,0
7,20,2,0,0,0
7,20,3,0,0,0
7,20,4,0,0,0
7,20,5,12.170225,9.251029,5.1824165
7,20,6,20.34957,2.16197025,15.28224
7,20,7,33.878956,5.724965,4.8276355
7,20,8,37.459636,23.362502,9.023155
7,20,9,39.258448,43.537676,43.157152
7,20,10,40.071996,43.620976,44.297764
7,20,11,40.758312,43.775588,43.951412
7,20,12,40.63702,44.888788,43.89404
7,20,13,40.727084,44.499232,43.052488
7,20,14,39.446052,43.7966,42.4588
7,20,15,36.954384,43.207388,40.04802
7,20,16,30.61542,38.941088,34.904448
7,20,17,14.063402,26.637078,19.886804
7,20,18,4.8563185,7.1911605,1.578189375
7,20,19,0,0,0
7,20,20,0,0,0
7,20,21,0,0,0
7,20,22,0,0,0
7,20,23,0,0,0
7,21,0,0,0,0
7,21,1,0,0,0
7,21,2,0,0,0
7,21,3,0,0,0
7,21,4,0,0,0
7,21,5,9.857918,9.668853,0.42665
7,21,6,18.381262,1.597369875,4.0826615
7,21,7,31.571024,5.166742,11.589966
7,21,8,36.761424,9.769972,37.74018
7,21,9,38.300536,24.029906,40.441072
7,21,10,40.076524,43.097852,41.80308
7,21,11,40.089992,44.266188,42.219188
7,21,12,40.439052,44.009292,42.017364
7,21,13,40.129048,44.661604,41.511632
7,21,14,39.427188,44.103716,40.525732
7,21,15,36.67948,43.227576,28.235164
7,21,16,29.873398,39.305036,8.606753
7,21,17,14.027424,28.120722,0.172820578
7,21,18,4.6145535,7.393483,1.600194
7,21,19,0,0,0
7,21,20,0,0,0
7,21,21,0,0,0
7,21,22,0,0,0
7,21,23,0,0,0
7,22,0,0,0,0
7,22,1,0,0,0
7,22,2,0,0,0
7,22,3,0,0,0
7,22,4,0,0,0
7,22,5,11.364565,9.726058,0.301050469
7,22,6,19.489402,2.3928635,0.300203844
7,22,7,33.440272,4.630015,6.078547
7,22,8,37.039904,14.284466,22.07681
7,22,9,38.609296,42.894248,30.81264
7,22,10,39.137604,42.383532,31.512716
7,22,11,39.049064,43.918968,42.73984
7,22,12,37.909556,43.76072,42.7848
7,22,13,26.477988,44.476196,42.648996
7,22,14,27.491244,44.012868,41.821644
7,22,15,36.79764,42.69996,39.794172
7,22,16,30.40625,40.287648,35.201592
7,22,17,9.834972,28.429,20.809168
7,22,18,4.827063,7.3637815,3.871699
7,22,19,0,0,0
7,22,20,0,0,0
7,22,21,0,0,0
7,22,22,0,0,0
7,22,23,0,0,0
7,23,0,0,0,0
7,23,1,0,0,0
7,23,2,0,0,0
7,23,3,0,0,0
7,23,4,0,0,0
7,23,5,0.670764063,0.268322813,6.8080985
7,23,6,0.045588836,6.211262,15.51673
7,23,7,18.186106,10.3913,6.8527165
7,23,8,35.485904,40.826572,39.733308
7,23,9,38.426776,41.500932,42.660312
7,23,10,21.62143,43.509392,44.30172
7,23,11,21.503664,43.723248,44.882868
7,23,12,11.889161,45.028064,45.617772
7,23,13,41.321424,44.731284,44.952308
7,23,14,39.913384,44.7967,44.467052
7,23,15,37.702832,43.507836,42.731176
7,23,16,31.306544,39.692208,38.597044
7,23,17,14.521484,28.250198,23.396896
7,23,18,4.345174,7.1918895,3.540457
7,23,19,0,0,0
7,23,20,0,0,0
7,23,21,0,0,0
7,23,22,0,0,0
7,23,23,0,0,0
7,24,0,0,0,0
7,24,1,0,0,0
7,24,2,0,0,0
7,24,3,0,0,0
7,24,4,0,0,0
7,24,5,0.670891438,9.290728,8.934754
7,24,6,13.115899,16.251091,17.083088
7,24,7,17.733302,35.635436,6.094016
7,24,8,26.47403,40.594352,17.259038
7,24,9,38.091852,41.867196,44.925224
7,24,10,36.132504,43.713856,46.179572
7,24,11,33.228994,43.88722,40.695048
7,24,12,35.345128,44.645364,40.238544
7,24,13,13.785704,44.363696,40.479632
7,24,14,27.899848,43.752308,38.091396
7,24,15,22.814632,42.810584,31.006876
7,24,16,23.546522,38.73618,15.187204
7,24,17,10.807108,27.129838,4.596881
7,24,18,2.216969,6.880828,0.415405344
7,24,19,0,0,0
7,24,20,0,0,0
7,24,21,0,0,0
7,24,22,0,0,0
7,24,23,0,0,0
7,25,0,0,0,0
7,25,1,0,0,0
7,25,2,0,0,0
7,25,3,0,0,0
7,25,4,0,0,0
7,25,5,7.8577065,7.845322,8.966201
7,25,6,17.974056,9.527691,17.09243
7,25,7,23.237,25.946264,7.628961
7,25,8,28.928942,40.77002,20.433478
7,25,9,37.77668,42.21214,45.770204
7,25,10,38.105924,42.901408,46.603696
7,25,11,32.202068,44.202532,47.584572
7,25,12,15.06173,44.278972,47.47428
7,25,13,36.363784,44.978656,47.081264
7,25,14,23.036168,44.47436,46.152748
7,25,15,0.280479563,43.455292,44.848212
7,25,16,28.07674,39.408776,39.69888
7,25,17,12.966415,27.207396,8.037401
7,25,18,3.2587525,6.75608,14.402087
7,25,19,0,0,0
7,25,20,0,0,0
7,25,21,0,0,0
7,25,22,0,0,0
7,25,23,0,0,0
7,26,0,0,0,0
7,26,1,0,0,0
7,26,2,0,0,0
7,26,3,0,0,0
7,26,4,0,0,0
7,26,5,9.707512,0,9.493474
7,26,6,18.696528,0.631039063,17.536646
7,26,7,32.175744,3.09884925,4.018684
7,26,8,35.994508,8.555202,6.3661665
7,26,9,37.237856,14.4977,11.453309
7,26,10,39.011772,26.137746,20.608262
7,26,11,39.285392,34.120448,47.247432
7,26,12,40.125384,45.61046,47.070172
7,26,13,39.799516,45.179572,46.533624
7,26,14,39.871712,44.649152,45.885652
7,26,15,37.580124,43.658068,43.969284
7,26,16,32.16499,39.373524,39.888808
7,26,17,14.627911,27.4954,23.61109
7,26,18,5.743151,6.8766625,14.663567
7,26,19,0,0,0
7,26,20,0,0,0
7,26,21,0,0,0
7,26,22,0,0,0
7,26,23,0,0,0
7,27,0,0,0,0
7,27,1,0,0,0
7,27,2,0,0,0
7,27,3,0,0,0
7,27,4,0,0,0
7,27,5,11.550725,7.3498815,8.68342
7,27,6,20.085672,1.118544,17.034984
7,27,7,34.30004,3.34664475,37.386012
7,27,8,38.21116,6.3377535,42.891256
7,27,9,39.099008,16.618081,26.337146
7,27,10,40.769028,28.87264,46.121652
7,27,11,40.832284,45.072336,46.724096
7,27,12,40.524632,44.926664,46.766772
7,27,13,40.52218,44.876496,46.318748
7,27,14,40.006368,45.188516,45.608132
7,27,15,37.996856,43.95032,43.955044
7,27,16,32.74523,40.689584,38.624416
7,27,17,14.860502,28.509428,22.390016
7,27,18,5.882144,6.9268995,12.671351
7,27,19,0,0,0
7,27,20,0,0,0
7,27,21,0,0,0
7,27,22,0,0,0
7,27,23,0,0,0
7,28,0,0,0,0
7,28,1,0,0,0
7,28,2,0,0,0
7,28,3,0,0,0
7,28,4,0,0,0
7,28,5,11.460655,0.024344301,6.2375055
7,28,6,20.68889,2.880541,16.051545
7,28,7,35.831056,12.885989,35.376096
7,28,8,40.044856,42.921512,41.248576
7,28,9,41.070976,44.37672,43.75166
7,28,10,42.446432,45.006408,44.874628
7,28,11,42.480416,46.356432,46.027924
7,28,12,42.095316,46.199236,45.338416
7,28,13,42.35904,46.554168,45.154852
7,28,14,41.34922,46.183272,44.15224
7,28,15,39.3411,44.9455,42.535492
7,28,16,33.981936,41.820364,37.522888
7,28,17,15.374929,28.901078,22.057268
7,28,18,6.5657515,6.874013,12.586129
7,28,19,0,0,0
7,28,20,0,0,0
7,28,21,0,0,0
7,28,22,0,0,0
7,28,23,0,0,0
7,29,0,0,0,0
7,29,1,0,0,0
7,29,2,0,0,0
7,29,3,0,0,0
7,29,4,0,0,0
7,29,5,13.863698,9.515129,6.923943
7,29,6,22.051106,16.81101,16.584851
7,29,7,37.710316,37.923632,3.351283
7,29,8,41.140928,42.519604,5.5633695
7,29,9,42.361988,44.157928,14.932288
7,29,10,43.595704,44.386672,22.886004
7,29,11,43.595784,44.555656,22.66704
7,29,12,44.065344,45.581908,46.618196
7,29,13,43.564036,45.247208,45.771812
7,29,14,42.769208,44.803792,45.270512
7,29,15,41.371484,43.50198,43.420592
7,29,16,35.767956,40.110088,39.111068
7,29,17,16.562764,27.72509,22.87327
7,29,18,8.3541965,6.551522,14.500334
7,29,19,0,0,0
7,29,20,0,0,0
7,29,21,0,0,0
7,29,22,0,0,0
7,29,23,0,0,0
7,30,0,0,0,0
7,30,1,0,0,0
7,30,2,0,0,0
7,30,3,0,0,0
7,30,4,0,0,0
7,30,5,10.95487,0.06650043,7.463556
7,30,6,20.232154,2.96434175,16.566994
7,30,7,34.643308,10.910756,4.613663
7,30,8,39.627112,27.014326,7.6883325
7,30,9,40.632928,42.543628,11.788233
7,30,10,42.385772,44.010956,19.957948
7,30,11,42.475712,44.114016,46.432772
7,30,12,42.130024,45.049,46.22436
7,30,13,41.802936,44.716676,46.115604
7,30,14,41.513624,44.232576,45.246416
7,30,15,39.568644,43.606668,43.448172
7,30,16,34.105396,39.508904,38.658828
7,30,17,15.198624,27.339482,22.540902
7,30,18,6.017952,6.363607,13.399398
7,30,19,0,0,0
7,30,20,0,0,0
7,30,21,0,0,0
7,30,22,0,0,0
7,30,23,0,0,0
7,31,0,0,0,0
7,31,1,0,0,0
7,31,2,0,0,0
7,31,3,0,0,0
7,31,4,0,0,0
7,31,5,11.992788,0,7.128869
7,31,6,20.462536,1.998825625,16.704108
7,31,7,35.79572,6.417852,2.301041
7,31,8,39.663688,16.254173,3.680506
7,31,9,41.729912,42.860092,6.7028005
7,31,10,42.010748,42.536212,12.267802
7,31,11,41.996372,42.527096,30.421478
7,31,12,41.883944,44.027768,48.06654
7,31,13,41.38716,43.62226,47.265916
7,31,14,41.103348,44.483156,46.263796
7,31,15,39.431692,43.447444,45.176484
7,31,16,33.313734,39.409068,39.055172
7,31,17,14.779863,26.787894,22.31687
7,31,18,5.2559105,6.1788085,12.295163
7,31,19,0,0,0
7,31,20,0,0,0
7,31,21,0,0,0
7,31,22,0,0,0
7,31,23,0,0,0
8,1,0,0,0,0
8,1,1,0,0,0
8,1,2,0,0,0
8,1,3,0,0,0
8,1,4,0,0,0
8,1,5,9.933278,0.609491688,5.521853
8,1,6,18.886694,0.542732313,16.224447
8,1,7,32.742554,3.093147,4.6976715
8,1,8,38.184584,5.2913795,8.142534
8,1,9,40.50596,7.671621,19.079358
8,1,10,40.912808,13.674645,45.9261
8,1,11,20.648338,24.029956,46.1816
8,1,12,22.805046,45.587204,46.25586
8,1,13,27.513242,45.641068,45.925368
8,1,14,25.10574,45.106756,44.943028
8,1,15,39.11836,44.35144,44.050352
8,1,16,33.444164,40.26134,38.796324
8,1,17,14.751242,27.055278,4.2538345
8,1,18,5.3193215,6.156879,11.982222
8,1,19,0,0,0
8,1,20,0,0,0
8,1,21,0,0,0
8,1,22,0,0,0
8,1,23,0,0,0
8,2,0,0,0,0
8,2,1,0,0,0
8,2,2,0,0,0
8,2,3,0,0,0
8,2,4,0,0,0
8,2,5,12.457264,0.434379406,5.6667655
8,2,6,20.868476,0.302751719,16.148445
8,2,7,24.507692,1.620075,11.061209
8,2,8,40.090504,5.5643145,40.504384
8,2,9,42.283804,7.1744825,42.958696
8,2,10,43.229516,10.639417,44.016484
8,2,11,43.500428,15.410765,45.598768
8,2,12,43.994776,34.999288,46.426516
8,2,13,43.60428,44.225488,46.055328
8,2,14,42.870852,44.279572,45.37338
8,2,15,40.849788,43.303496,44.434992
8,2,16,35.0624,39.097688,39.340796
8,2,17,15.687278,26.216608,22.591408
8,2,18,6.5020195,5.9088615,13.284238
8,2,19,0,0,0
8,2,20,0,0,0
8,2,21,0,0,0
8,2,22,0,0,0
8,2,23,0,0,0
8,3,0,0,0,0
8,3,1,0,0,0
8,3,2,0,0,0
8,3,3,0,0,0
8,3,4,0,0,0
8,3,5,13.086926,0,7.3789755
8,3,6,21.513586,1.898503,16.650895
8,3,7,37.445652,5.0717485,7.09849
8,3,8,41.61956,7.5799365,8.902106
8,3,9,42.737428,17.124342,23.425874
8,3,10,43.871252,41.922432,45.441788
8,3,11,43.906832,41.209772,46.288756
8,3,12,43.82516,42.61114,46.362556
8,3,13,43.408104,43.431328,46.7212
8,3,14,42.632768,42.974024,45.845736
8,3,15,40.506444,42.061732,44.253632
8,3,16,35.137204,37.992548,39.534368
8,3,17,15.44386,25.582168,22.570192
8,3,18,6.21538,5.6813635,13.068556
8,3,19,0,0,0
8,3,20,0,0,0
8,3,21,0,0,0
8,3,22,0,0,0
8,3,23,0,0,0
8,4,0,0,0,0
8,4,1,0,0,0
8,4,2,0,0,0
8,4,3,0,0,0
8,4,4,0,0,0
8,4,5,12.94028,0,6.567198
8,4,6,21.070938,0.996211813,16.293019
8,4,7,36.0444,4.7586445,5.336438
8,4,8,40.460332,14.343385,7.1559195
8,4,9,41.5211,41.820436,20.864214
8,4,10,43.00312,42.85358,45.744764
8,4,11,42.9567,43.006104,45.89996
8,4,12,43.568732,43.96538,46.409164
8,4,13,43.09094,43.855128,45.744328
8,4,14,42.746432,43.8633,44.96332
8,4,15,40.9374,42.62478,43.588072
8,4,16,34.844316,38.979404,37.609104
8,4,17,15.21606,26.150108,20.753156
8,4,18,5.5897305,5.5768085,10.187457
8,4,19,0,0,0
8,4,20,0,0,0
8,4,21,0,0,0
8,4,22,0,0,0
8,4,23,0,0,0
8,5,0,0,0,0
8,5,1,0,0,0
8,5,2,0,0,0
8,5,3,0,0,0
8,5,4,0,0,0
8,5,5,13.170377,7.6087055,4.217906
8,5,6,21.147838,15.705931,15.084419
8,5,7,36.302404,37.719932,7.891429
8,5,8,40.644168,42.3483,16.244788
8,5,9,43.080972,45.029172,43.158844
8,5,10,44.326356,45.521428,44.040196
8,5,11,44.38982,45.58094,44.421416
8,5,12,44.949912,46.111584,44.46568
8,5,13,44.73062,46.059764,44.19982
8,5,14,44.051148,45.585808,44.084128
8,5,15,41.425644,44.331692,41.733152
8,5,16,36.399508,36.351356,35.755608
8,5,17,15.847465,15.340249,18.993036
8,5,18,6.523847,3.18352525,8.493986
8,5,19,0,0,0
8,5,20,0,0,0
8,5,21,0,0,0
8,5,22,0,0,0
8,5,23,0,0,0
8,6,0,0,0,0
8,6,1,0,0,0
8,6,2,0,0,0
8,6,3,0,0,0
8,6,4,0,0,0
8,6,5,13.425053,4.5634155,0.210445594
8,6,6,21.158618,14.903611,13.617428
8,6,7,37.625972,36.545368,21.888618
8,6,8,41.992136,40.686268,37.644116
8,6,9,43.036696,42.425412,41.135656
8,6,10,43.119572,42.82856,42.896808
8,6,11,43.775104,42.915556,43.624184
8,6,12,43.66162,43.837732,43.848388
8,6,13,43.798576,43.488952,43.348132
8,6,14,43.089624,43.831404,42.56692
8,6,15,40.547416,42.536728,40.269816
8,6,16,35.33064,38.974704,34.266988
8,6,17,15.192773,25.832818,18.085184
8,6,18,5.6981375,5.2279895,6.6259605
8,6,19,0,0,0
8,6,20,0,0,0
8,6,21,0,0,0
8,6,22,0,0,0
8,6,23,0,0,0
8,7,0,0,0,0
8,7,1,0,0,0
8,7,2,0,0,0
8,7,3,0,0,0
8,7,4,0,0,0
8,7,5,11.109132,5.7136,2.4850425
8,7,6,19.716234,14.92546,14.503518
8,7,7,34.18292,35.786456,5.8257355
8,7,8,38.58056,40.467884,40.5597
8,7,9,41.016872,40.683852,42.824664
8,7,10,41.463628,40.969648,44.294432
8,7,11,41.482944,41.0796,44.479016
8,7,12,42.089212,40.944712,44.33868
8,7,13,41.553348,42.01934,44.2062
8,7,14,40.604664,41.65684,43.686508
8,7,15,38.705568,41.528004,42.170836
8,7,16,33.123012,38.051704,36.9091
8,7,17,13.894381,25.101346,19.904228
8,7,18,3.4011415,5.071158,9.382014
8,7,19,0,0,0
8,7,20,0,0,0
8,7,21,0,0,0
8,7,22,0,0,0
8,7,23,0,0,0
8,8,0,0,0,0
8,8,1,0,0,0
8,8,2,0,0,0
8,8,3,0,0,0
8,8,4,0,0,0
8,8,5,11.079309,4.669022,3.24851325
8,8,6,19.568444,14.332466,14.846636
8,8,7,34.039548,34.221812,4.08305875
8,8,8,38.424536,38.449664,13.602691
8,8,9,39.640748,41.500708,43.823724
8,8,10,40.08162,42.111408,44.29882
8,8,11,41.138228,43.379568,44.582472
8,8,12,41.029952,43.516012,44.603852
8,8,13,41.31908,44.126952,44.338648
8,8,14,40.347208,43.720468,43.832728
8,8,15,38.222644,42.48478,41.686268
8,8,16,32.1747,38.243532,36.2868
8,8,17,13.200356,25.235774,19.463992
8,8,18,2.53652475,4.9928835,8.616467
8,8,19,0,0,0
8,8,20,0,0,0
8,8,21,0,0,0
8,8,22,0,0,0
8,8,23,0,0,0
8,9,0,0,0,0
8,9,1,0,0,0
8,9,2,0,0,0
8,9,3,0,0,0
8,9,4,0,0,0
8,9,5,10.701558,4.808985,2.95241025
8,9,6,19.359194,15.189487,14.599989
8,9,7,34.777036,4.8688365,34.447156
8,9,8,38.519412,26.580978,40.569284
8,9,9,39.304688,43.770936,43.13066
8,9,10,40.74198,43.813152,44.497072
8,9,11,40.71778,45.078088,44.811604
8,9,12,41.2451,44.910064,44.889824
8,9,13,40.812412,44.678004,44.313108
8,9,14,40.447192,45.03228,44.042992
8,9,15,37.52072,43.754484,41.880548
8,9,16,30.912242,39.487192,36.583784
8,9,17,12.207611,25.788724,19.504114
8,9,18,0,4.8645375,8.514659
8,9,19,0,0,0
