Month,Day,Hour,solar1_output_MW,solar2_output_MW,solar3_output_MW
3,26,22,0,0,0
3,26,23,0,0,0
3,27,0,0,0,0
3,27,1,0,0,0
3,27,2,0,0,0
3,27,3,0,0,0
3,27,4,0,0,0
3,27,5,0,0,0
3,27,6,13.970549,0.408929188,8.1094765
3,27,7,34.336876,3.8746625,2.78079675
3,27,8,41.446768,12.843742,13.473151
3,27,9,43.119468,28.990024,46.329028
3,27,10,45.020136,21.151758,46.737656
3,27,11,43.817964,12.037938,46.919176
3,27,12,43.644324,11.303992,47.482976
3,27,13,41.818964,10.054507,47.002788
3,27,14,38.384336,15.165949,46.122144
3,27,15,41.22498,7.001452,43.479152
3,27,16,31.893356,34.803544,35.211372
3,27,17,8.2111125,14.749193,13.338859
3,27,18,0,0,0
3,27,19,0,0,0
3,27,20,0,0,0
3,27,21,0,0,0
3,27,22,0,0,0
3,27,23,0,0,0
3,28,0,0,0,0
3,28,1,0,0,0
3,28,2,0,0,0
3,28,3,0,0,0
3,28,4,0,0,0
3,28,5,0,0,0
3,28,6,13.774437,0.155664,7.951136
3,28,7,16.292291,1.267325,1.987288125
3,28,8,30.38597,8.930353,14.964922
3,28,9,39.635048,24.1059,28.415846
3,28,10,29.509906,8.833056,37.506
3,28,11,42.918644,9.782056,16.722777
3,28,12,43.094336,32.956948,4.788437
3,28,13,44.191492,26.525214,14.818847
3,28,14,42.412816,29.853596,23.01363
3,28,15,44.336704,29.560108,15.711861
3,28,16,32.465164,34.356596,8.959669
3,28,17,8.0596715,15.743284,12.664187
3,28,18,0,0,0
3,28,19,0,0,0
3,28,20,0,0,0
3,28,21,0,0,0
3,28,22,0,0,0
3,28,23,0,0,0
3,29,0,0,0,0
3,29,1,0,0,0
3,29,2,0,0,0
3,29,3,0,0,0
3,29,4,0,0,0
3,29,5,0,0,0
3,29,6,17.36528,6.5526005,8.730484
3,29,7,3.59735675,4.6028375,32.33947
3,29,8,34.524928,23.160628,40.569608
3,29,9,49.519852,42.634084,44.62584
3,29,10,50.015592,43.322876,46.4616
3,29,11,23.976524,43.326992,46.939972
3,29,12,23.889218,36.193396,47.038136
3,29,13,22.004098,29.088706,36.19924
3,29,14,9.658484,33.867796,33.579256
3,29,15,1.6785415,30.53576,34.01972
3,29,16,25.265492,16.130488,11.75731
3,29,17,6.2476045,1.37398525,0.718237563
3,29,18,0,0,0
3,29,19,0,0,0
3,29,20,0,0,0
3,29,21,0,0,0
3,29,22,0,0,0
3,29,23,0,0,0
3,30,0,0,0,0
3,30,1,0,0,0
3,30,2,0,0,0
3,30,3,0,0,0
3,30,4,0,0,0
3,30,5,0,0,0
3,30,6,15.843244,0,9.397657
3,30,7,27.530182,0.765355563,3.597989
3,30,8,36.857528,13.478206,16.821376
3,30,9,38.790796,26.93965,45.92998
3,30,10,41.992516,30.88906,46.774148
3,30,11,30.759118,25.858132,46.966184
3,30,12,31.605306,2.068359,46.737452
3,30,13,20.6141,6.289476,46.368496
3,30,14,10.707852,3.95257925,45.949392
3,30,15,18.695206,23.825534,23.995156
3,30,16,3.5477535,9.094119,15.136188
3,30,17,0.619330625,1.79190375,13.974571
3,30,18,0,0,0
3,30,19,0,0,0
3,30,20,0,0,0
3,30,21,0,0,0
3,30,22,0,0,0
3,30,23,0,0,0
3,31,0,0,0,0
3,31,1,0,0,0
3,31,2,0,0,0
3,31,3,0,0,0
3,31,4,0,0,0
3,31,5,0,0,0
3,31,6,17.780526,0,10.261878
3,31,7,39.612972,1.26053425,3.3984115
3,31,8,45.55506,40.968028,42.489888
3,31,9,47.376196,27.787384,19.4866
3,31,10,47.878508,20.896878,23.785956
3,31,11,47.820284,27.924974,47.369108
3,31,12,47.423716,30.622946,47.756036
3,31,13,43.303096,35.544968,47.320012
3,31,14,42.420192,3.617492,46.650872
3,31,15,38.664028,17.123246,43.945748
3,31,16,33.185088,37.426376,21.543914
3,31,17,8.626641,6.937387,3.76191975
3,31,18,0,0,0
3,31,19,0,0,0
3,31,20,0,0,0
3,31,21,0,0,0
3,31,22,0,0,0
3,31,23,0,0,0
4,1,0,0,0,0
4,1,1,0,0,0
4,1,2,0,0,0
4,1,3,0,0,0
4,1,4,0,0,0
4,1,5,0,0,0
4,1,6,18.700196,1.26999575,10.235536
4,1,7,41.684488,9.45432,8.588831
4,1,8,48.155128,19.449244,22.32471
4,1,9,49.406256,39.104724,45.440264
4,1,10,49.090524,39.351704,47.37248
4,1,11,48.311396,40.325516,39.404568
4,1,12,47.768544,46.325872,37.178068
4,1,13,46.61408,45.134612,35.478632
4,1,14,45.715592,43.87494,34.818668
4,1,15,41.46082,41.160084,22.080806
4,1,16,32.14875,33.38111,26.503692
4,1,17,8.953387,15.33981,0.596913688
4,1,18,0,0,0
4,1,19,0,0,0
4,1,20,0,0,0
4,1,21,0,0,0
4,1,22,0,0,0
4,1,23,0,0,0
4,2,0,0,0,0
4,2,1,0,0,0
4,2,2,0,0,0
4,2,3,0,0,0
4,2,4,0,0,0
4,2,5,0,0,0
4,2,6,17.579034,8.1134135,10.016111
4,2,7,38.608256,31.541594,34.754876
4,2,8,43.68964,41.272628,43.370104
4,2,9,44.783256,44.3142,46.578536
4,2,10,39.66162,43.741952,48.524024
4,2,11,40.547024,43.685408,49.615392
4,2,12,46.20888,43.50666,29.173116
4,2,13,45.676948,43.2568,36.670712
4,2,14,38.358356,42.58776,48.997488
4,2,15,33.629824,41.358468,46.153796
4,2,16,20.147526,34.341456,38.666668
4,2,17,8.0047995,16.917346,14.642793
4,2,18,0,0,0
4,2,19,0,0,0
4,2,20,0,0,0
4,2,21,0,0,0
4,2,22,0,0,0
4,2,23,0,0,0
4,3,0,0,0,0
4,3,1,0,0,0
4,3,2,0,0,0
4,3,3,0,0,0
4,3,4,0,0,0
4,3,5,0,0,0
4,3,6,18.159074,8.621477,10.645264
4,3,7,39.050516,31.114442,37.529136
4,3,8,45.377636,39.653664,45.428612
4,3,9,47.392324,43.602264,48.738968
4,3,10,48.537932,44.176572,49.864052
4,3,11,48.387972,44.2809,50
4,3,12,48.349936,45.249992,50
4,3,13,48.005124,45.075784,50
4,3,14,46.95742,44.333844,49.706476
4,3,15,43.093228,42.363572,40.449916
4,3,16,34.433064,35.257348,38.06926
4,3,17,9.489758,16.141085,14.282359
4,3,18,0,0,0
4,3,19,0,0,0
4,3,20,0,0,0
4,3,21,0,0,0
4,3,22,0,0,0
4,3,23,0,0,0
4,4,0,0,0,0
4,4,1,0,0,0
4,4,2,0,0,0
4,4,3,0,0,0
4,4,4,0,0,0
4,4,5,0,0,0
4,4,6,0.416274719,8.787761,0.068081984
4,4,7,2.028546625,0.646349563,33.617384
4,4,8,24.862928,2.993447,42.672864
4,4,9,23.18693,4.5671245,21.475498
4,4,10,27.811724,27.391936,36.6136
4,4,11,41.142616,46.234864,14.518515
4,4,12,48.770296,46.786308,32.29298
4,4,13,40.053072,46.25222,36.140328
4,4,14,38.1395,45.962784,27.789372
4,4,15,42.699664,43.844832,7.0285635
4,4,16,32.472736,36.611108,40.01354
4,4,17,8.662063,17.117972,15.698346
4,4,18,0,0,0
4,4,19,0,0,0
4,4,20,0,0,0
4,4,21,0,0,0
4,4,22,0,0,0
4,4,23,0,0,0
4,5,0,0,0,0
4,5,1,0,0,0
4,5,2,0,0,0
4,5,3,0,0,0
4,5,4,0,0,0
4,5,5,0,0,0
4,5,6,19.250262,0,12.113399
4,5,7,40.44512,0.439047594,38.292616
4,5,8,46.139996,4.10034575,46.308712
4,5,9,47.380668,7.954222,49.432112
4,5,10,47.862792,15.885583,50
4,5,11,47.066156,37.181176,50
4,5,12,46.749536,43.572968,50
4,5,13,44.710828,39.072264,50
4,5,14,43.809,35.084608,49.777976
4,5,15,39.182344,43.71354,47.270152
4,5,16,31.309882,36.043696,38.9389
4,5,17,8.848073,16.786232,15.053485
4,5,18,0,0,0
4,5,19,0,0,0
4,5,20,0,0,0
4,5,21,0,0,0
4,5,22,0,0,0
4,5,23,0,0,0
4,6,0,0,0,0
4,6,1,0,0,0
4,6,2,0,0,0
4,6,3,0,0,0
4,6,4,0,0,0
4,6,5,0,0,0
4,6,6,8.547095,0.280439156,10.950866
4,6,7,28.641688,4.09828775,35.012772
4,6,8,33.59574,14.590021,44.32936
4,6,9,37.492356,44.454884,47.780788
4,6,10,36.284728,43.983144,49.552504
4,6,11,37.82148,44.045336,49.753172
4,6,12,37.718396,43.775732,49.189256
4,6,13,44.090444,43.498372,49.669456
4,6,14,29.019356,43.064904,48.852488
4,6,15,36.813372,41.238772,45.867296
4,6,16,31.007514,36.0068,38.812904
4,6,17,8.904255,18.026598,15.064741
4,6,18,0,0,0
4,6,19,0,0,0
4,6,20,0,0,0
4,6,21,0,0,0
4,6,22,0,0,0
4,6,23,0,0,0
4,7,0,0,0,0
4,7,1,0,0,0
4,7,2,0,0,0
4,7,3,0,0,0
4,7,4,0,0,0
4,7,5,0,0,0
4,7,6,18.89613,1.56230525,11.75755
4,7,7,38.403044,7.9252185,37.411
4,7,8,36.104512,13.796444,44.669292
4,7,9,46.971624,34.872776,46.990172
4,7,10,47.839224,43.563456,47.662032
4,7,11,48.66686,43.389576,47.928556
4,7,12,48.670776,43.190112,48.494232
4,7,13,48.390496,43.004748,48.257372
4,7,14,47.879936,44.41124,47.089544
4,7,15,18.757392,42.700124,45.3402
4,7,16,17.389908,37.65984,38.439276
4,7,17,2.1383585,19.15734,15.635296
4,7,18,0,0,0
4,7,19,0,0,0
4,7,20,0,0,0
4,7,21,0,0,0
4,7,22,0,0,0
4,7,23,0,0,0
4,8,0,0,0,0
4,8,1,0,0,0
4,8,2,0,0,0
4,8,3,0,0,0
4,8,4,0,0,0
4,8,5,0,0,0
4,8,6,20.203916,0.825846438,12.640251
4,8,7,40.640336,2.020942125,35.17572
4,8,8,46.661848,5.6741935,42.53622
4,8,9,47.500668,23.36708,44.54432
4,8,10,47.941572,25.173994,45.687312
4,8,11,48.657176,31.731792,45.982116
4,8,12,48.6772,47.822932,45.957588
4,8,13,48.898048,47.309188,46.875812
4,8,14,47.310136,46.718636,46.033376
4,8,15,43.110616,45.310316,44.5704
4,8,16,31.808532,39.355128,38.097872
4,8,17,7.7712195,19.80696,15.8942
4,8,18,0,1.458332125,0
4,8,19,0,0,0
4,8,20,0,0,0
4,8,21,0,0,0
4,8,22,0,0,0
4,8,23,0,0,0
4,9,0,0,0,0
4,9,1,0,0,0
4,9,2,0,0,0
4,9,3,0,0,0
4,9,4,0,0,0
4,9,5,0,0,0
4,9,6,20.810914,10.762112,13.385001
4,9,7,42.185076,33.988176,36.835412
4,9,8,48.0252,41.67608,43.0743
4,9,9,49.144796,44.8436,46.088336
4,9,10,49.261232,43.587056,47.78738
4,9,11,49.219536,43.7806,48.360144
4,9,12,48.782932,43.686356,48.262192
4,9,13,47.917628,45.207792,47.917564
4,9,14,46.936964,44.50216,38.85154
4,9,15,43.60922,43.230312,37.359072
4,9,16,33.497516,37.839084,24.519658
4,9,17,9.445544,19.664668,5.1636295
4,9,18,0,1.581299625,0
4,9,19,0,0,0
4,9,20,0,0,0
4,9,21,0,0,0
4,9,22,0,0,0
4,9,23,0,0,0
4,10,0,0,0,0
4,10,1,0,0,0
4,10,2,0,0,0
4,10,3,0,0,0
4,10,4,0,0,0
4,10,5,0,0,0
4,10,6,20.831096,11.125549,12.074452
4,10,7,41.366508,34.798668,35.57874
4,10,8,47.339884,41.784436,44.131248
4,10,9,48.815344,44.330592,46.695352
4,10,10,49.433188,44.98616,47.444224
4,10,11,49.425288,45.232692,47.753624
4,10,12,48.367296,45.065512,47.457816
4,10,13,48.067632,44.89644,41.106092
4,10,14,46.397904,44.127036,46.595124
4,10,15,42.115432,42.82184,36.757532
4,10,16,31.938966,37.3186,9.42246
4,10,17,9.263352,10.914866,9.830137
4,10,18,0,0.060550918,0
4,10,19,0,0,0
4,10,20,0,0,0
4,10,21,0,0,0
4,10,22,0,0,0
4,10,23,0,0,0
4,11,0,0,0,0
4,11,1,0,0,0
4,11,2,0,0,0
4,11,3,0,0,0
4,11,4,0,0,0
4,11,5,0.510853156,0,0
4,11,6,18.516168,1.076370875,13.721562
4,11,7,36.289708,11.519901,37.487216
4,11,8,42.671748,28.737116,44.266964
4,11,9,44.174184,35.399928,26.962256
4,11,10,44.61884,37.46828,36.137452
4,11,11,44.77414,37.634884,24.387234
4,11,12,45.613736,35.996664,28.607256
4,11,13,45.318748,36.489192,29.458608
4,11,14,43.939288,35.894736,21.325892
4,11,15,40.2965,35.244972,6.7834315
4,11,16,29.406148,30.043848,9.370495
4,11,17,8.723012,4.666454,0.226134
4,11,18,0,0,0
4,11,19,0,0,0
4,11,20,0,0,0
4,11,21,0,0,0
4,11,22,0,0,0
4,11,23,0,0,0
4,12,0,0,0,0
4,12,1,0,0,0
4,12,2,0,0,0
4,12,3,0,0,0
4,12,4,0,0,0
4,12,5,0,0,0
4,12,6,16.726505,8.569563,12.706198
4,12,7,29.4465,15.243491,35.532628
4,12,8,41.226444,34.615896,33.505312
4,12,9,44.598468,18.233298,46.876124
4,12,10,46.206864,44.181668,48.594968
4,12,11,45.828048,44.075968,38.432092
4,12,12,45.60572,23.914122,38.367612
4,12,13,44.961148,7.543053,37.934452
4,12,14,44.558688,10.936909,35.475092
4,12,15,40.415312,3.0615005,8.75602
4,12,16,30.439722,4.0713345,3.842646
4,12,17,8.820746,0.594048313,2.067137125
4,12,18,0,0,0
4,12,19,0,0,0
4,12,20,0,0,0
4,12,21,0,0,0
4,12,22,0,0,0
4,12,23,0,0,0
4,13,0,0,0,0
4,13,1,0,0,0
4,13,2,0,0,0
4,13,3,0,0,0
4,13,4,0,0,0
4,13,5,0,0,0
4,13,6,9.303586,2.335451,13.299855
4,13,7,34.306712,14.420297,36.293668
4,13,8,41.840216,5.3485875,6.5006745
4,13,9,45.406128,32.675958,8.464055
4,13,10,46.993504,9.143509,6.221354
4,13,11,47.944312,27.448026,7.2916305
4,13,12,47.638408,30.55894,19.258036
4,13,13,42.29342,34.13348,12.550567
4,13,14,45.4774,30.690326,12.901266
4,13,15,41.670544,14.781556,12.481366
4,13,16,31.54376,23.029326,22.29348
4,13,17,9.323722,9.527687,0.902308188
4,13,18,0,0.147864688,0
4,13,19,0,0,0
4,13,20,0,0,0
4,13,21,0,0,0
4,13,22,0,0,0
4,13,23,0,0,0
4,14,0,0,0,0
4,14,1,0,0,0
4,14,2,0,0,0
4,14,3,0,0,0
4,14,4,0,0,0
4,14,5,1.218872375,0,0
4,14,6,21.756824,0.91315075,14.746915
4,14,7,42.129116,2.35618,23.740516
4,14,8,47.486716,4.03560025,19.978334
4,14,9,47.841996,24.551128,27.630068
4,14,10,47.191364,14.169497,34.570724
4,14,11,45.81798,25.083044,38.007992
4,14,12,43.949104,19.188056,35.14096
4,14,13,43.262552,29.140844,28.5462
4,14,14,42.025516,45.055884,35.696884
4,14,15,40.36882,33.123476,32.227216
4,14,16,19.999296,1.1472735,7.704955
4,14,17,9.370078,6.534504,1.952589375
4,14,18,0,1.4416655,0
4,14,19,0,0,0
4,14,20,0,0,0
4,14,21,0,0,0
4,14,22,0,0,0
4,14,23,0,0,0
4,15,0,0,0,0
4,15,1,0,0,0
4,15,2,0,0,0
4,15,3,0,0,0
4,15,4,0,0,0
4,15,5,0.629104938,0,0
4,15,6,18.609054,1.235078625,13.035591
4,15,7,36.15164,3.06730025,36.479064
4,15,8,43.022128,4.628043,44.152536
4,15,9,43.853252,4.07528575,47.049708
4,15,10,44.55344,4.981944,48.128036
4,15,11,44.58724,21.280476,48.41778
4,15,12,44.465384,6.5617185,48.399056
4,15,13,43.6548,14.659032,48.112148
4,15,14,42.271676,8.59674,46.971532
4,15,15,38.973448,9.036318,44.98874
4,15,16,26.019682,20.030384,38.365892
4,15,17,6.2608655,0.599115625,16.381733
4,15,18,0,0.234323313,0
4,15,19,0,0,0
4,15,20,0,0,0
4,15,21,0,0,0
4,15,22,0,0,0
4,15,23,0,0,0
4,16,0,0,0,0
4,16,1,0,0,0
4,16,2,0,0,0
4,16,3,0,0,0
4,16,4,0,0,0
4,16,5,1.38449625,0,0
4,16,6,18.950562,0,14.971632
4,16,7,36.69512,0.10729107,36.937964
4,16,8,42.953424,4.960004,43.721872
4,16,9,44.511164,12.513629,46.378752
4,16,10,45.228864,11.945013,47.205816
4,16,11,45.249404,9.797244,11.186297
4,16,12,45.092096,10.857761,33.010932
4,16,13,44.445132,2.89348925,40.514856
4,16,14,43.064672,6.1000335,37.010148
4,16,15,39.72504,1.5415515,29.65362
4,16,16,30.551324,2.16544475,22.689016
4,16,17,9.264337,0,14.726055
4,16,18,0,0,0
4,16,19,0,0,0
4,16,20,0,0,0
4,16,21,0,0,0
4,16,22,0,0,0
4,16,23,0,0,0
4,17,0,0,0,0
4,17,1,0,0,0
4,17,2,0,0,0
4,17,3,0,0,0
4,17,4,0,0,0
4,17,5,1.6171485,0,0
4,17,6,19.222276,6.659357,2.85706825
4,17,7,35.794784,2.473325,37.4615
4,17,8,41.924532,7.00544,44.008036
4,17,9,44.661768,23.537988,47.423536
4,17,10,45.4024,27.1716,48.084164
4,17,11,46.1238,4.7889985,49.15594
4,17,12,45.924232,8.480336,49.517972
4,17,13,45.583744,13.719964,49.359996
4,17,14,44.84272,15.223102,34.175044
4,17,15,41.18218,45.153604,46.17358
4,17,16,32.343918,39.785088,37.994412
4,17,17,9.688492,9.281128,3.4907315
4,17,18,0,3.05244025,0
4,17,19,0,0,0
4,17,20,0,0,0
4,17,21,0,0,0
4,17,22,0,0,0
4,17,23,0,0,0
4,18,0,0,0,0
4,18,1,0,0,0
4,18,2,0,0,0
4,18,3,0,0,0
4,18,4,0,0,0
4,18,5,1.812188125,0,0
4,18,6,20.244254,11.307193,14.820815
4,18,7,38.663968,36.37806,38.522204
4,18,8,44.315444,43.57034,46.567836
4,18,9,47.00318,45.500012,49.432324
4,18,10,47.525172,46.188536,50
4,18,11,48.345028,47.613796,50
4,18,12,48.536108,25.962412,50
4,18,13,48.410152,47.01072,50
4,18,14,47.171596,46.2213,50
4,18,15,43.658224,44.327428,47.121776
4,18,16,33.888532,37.2903,39.440776
4,18,17,10.101771,18.729146,16.255836
4,18,18,0,0.816751313,0
4,18,19,0,0,0
4,18,20,0,0,0
4,18,21,0,0,0
4,18,22,0,0,0
4,18,23,0,0,0
4,19,0,0,0,0
4,19,1,0,0,0
4,19,2,0,0,0
4,19,3,0,0,0
4,19,4,0,0,0
4,19,5,0.630703688,0,0
4,19,6,18.004442,9.35341,15.772833
4,19,7,38.230616,25.050656,36.986336
4,19,8,45.695548,28.034968,43.676968
4,19,9,7.1481245,37.275208,46.378548
4,19,10,9.218769,39.7842,46.990572
4,19,11,49.201824,34.926472,47.41108
4,19,12,26.280536,40.032556,47.360668
4,19,13,48.61548,37.822048,47.645796
4,19,14,46.983484,39.571044,46.736232
4,19,15,43.431856,43.004312,44.088484
4,19,16,34.170004,27.522726,36.6445
4,19,17,6.718966,17.243642,15.327556
4,19,18,0,0,0
4,19,19,0,0,0
4,19,20,0,0,0
4,19,21,0,0,0
4,19,22,0,0,0
4,19,23,0,0,0
4,20,0,0,0,0
4,20,1,0,0,0
4,20,2,0,0,0
4,20,3,0,0,0
4,20,4,0,0,0
4,20,5,3.53742625,0,0
4,20,6,23.465138,8.017446,5.5267405
4,20,7,41.397524,35.18476,13.27911
4,20,8,45.689316,40.878824,31.371526
4,20,9,46.594152,43.150044,26.571628
4,20,10,47.047844,43.628476,34.382576
4,20,11,47.081704,43.81618,38.746844
4,20,12,47.99066,43.822644,38.074992
4,20,13,47.020212,43.53052,19.26467
4,20,14,46.335696,44.243552,39.118068
4,20,15,43.008272,42.834332,29.989784
4,20,16,34.259184,34.961284,18.0914
4,20,17,10.823118,17.795642,1.29291
4,20,18,0,0.467992844,0
4,20,19,0,0,0
4,20,20,0,0,0
4,20,21,0,0,0
4,20,22,0,0,0
4,20,23,0,0,0
4,21,0,0,0,0
4,21,1,0,0,0
4,21,2,0,0,0
4,21,3,0,0,0
4,21,4,0,0,0
4,21,5,3.5715675,0,0
4,21,6,23.065504,13.774173,1.394139375
4,21,7,40.67542,35.645244,36.722688
4,21,8,45.211724,41.798452,26.12653
4,21,9,46.478796,44.097484,41.508876
4,21,10,46.919052,44.789252,37.697036
4,21,11,46.926404,44.97124,33.741596
4,21,12,46.541928,46.163292,43.75484
4,21,13,45.95522,46.027264,50
4,21,14,44.940664,45.195484,27.968772
4,21,15,42.403744,44.187404,18.85374
4,21,16,34.194252,38.358884,38.64728
4,21,17,11.061383,20.322486,16.311952
4,21,18,0,3.21442525,0
4,21,19,0,0,0
4,21,20,0,0,0
4,21,21,0,0,0
4,21,22,0,0,0
4,21,23,0,0,0
4,22,0,0,0,0
4,22,1,0,0,0
4,22,2,0,0,0
4,22,3,0,0,0
4,22,4,0,0,0
4,22,5,0,0,0
4,22,6,7.110855,0.148450828,17.217772
4,22,7,16.927588,4.3484615,13.904924
4,22,8,31.423436,5.904213,46.891384
4,22,9,21.319812,11.851234,23.263348
4,22,10,14.15244,17.147256,37.940124
4,22,11,27.452,30.202358,33.80598
4,22,12,32.95367,47.995096,23.665506
4,22,13,19.847182,47.926508,50
4,22,14,3.87603025,47.252724,49.391552
4,22,15,8.835115,45.92628,46.48518
4,22,16,4.9707835,40.440096,38.50016
4,22,17,1.703292375,22.060022,16.062681
4,22,18,0,3.24546225,0.286410469
4,22,19,0,0,0
4,22,20,0,0,0
4,22,21,0,0,0
4,22,22,0,0,0
4,22,23,0,0,0
4,23,0,0,0,0
4,23,1,0,0,0
4,23,2,0,0,0
4,23,3,0,0,0
4,23,4,0,0,0
4,23,5,3.76087925,0,0.137918547
4,23,6,22.738262,15.217286,16.028094
4,23,7,38.222216,36.86828,37.74554
4,23,8,43.534916,43.819924,45.152548
4,23,9,44.995132,46.427968,37.682808
4,23,10,41.010216,47.60956,49.020852
4,23,11,22.886558,47.422116,49.889972
4,23,12,22.055474,46.210276,49.761084
4,23,13,39.468724,45.798964,49.571628
4,23,14,11.503028,45.103816,48.182048
4,23,15,20.970988,42.78292,45.374044
4,23,16,23.085408,37.809984,37.120888
4,23,17,8.018564,20.708266,15.705015
4,23,18,0,3.312213,0.511772469
4,23,19,0,0,0
4,23,20,0,0,0
4,23,21,0,0,0
4,23,22,0,0,0
4,23,23,0,0,0
4,24,0,0,0,0
4,24,1,0,0,0
4,24,2,0,0,0
4,24,3,0,0,0
4,24,4,0,0,0
4,24,5,3.886843,0,0.77456475
4,24,6,14.93507,15.741631,15.689943
4,24,7,40.816376,37.245728,18.839444
4,24,8,29.860626,43.239596,41.673964
4,24,9,47.960248,43.596032,28.068674
4,24,10,48.35422,43.876488,29.906664
4,24,11,48.485164,43.854216,28.096862
4,24,12,48.6983,45.248972,18.03775
4,24,13,48.236072,45.098796,33.710756
4,24,14,47.350904,44.017592,21.087728
4,24,15,43.706564,42.01804,8.65862
4,24,16,34.915568,36.629328,3.55058975
4,24,17,11.010095,19.670216,2.96645075
4,24,18,0,2.582365,1.75201925
4,24,19,0,0,0
4,24,20,0,0,0
4,24,21,0,0,0
4,24,22,0,0,0
4,24,23,0,0,0
4,25,0,0,0,0
4,25,1,0,0,0
4,25,2,0,0,0
4,25,3,0,0,0
4,25,4,0,0,0
4,25,5,3.186288,0.028482697,1.727893375
4,25,6,21.519302,14.504436,16.700293
4,25,7,38.039124,34.189004,15.214257
4,25,8,43.41414,41.324452,43.666492
4,25,9,44.797244,35.719244,28.471338
4,25,10,43.671456,44.330656,47.6766
4,25,11,43.295904,44.45528,47.823972
4,25,12,42.947588,45.604408,48.650656
4,25,13,43.815608,45.165468,47.971536
4,25,14,43.752504,38.994364,47.010912
4,25,15,40.633012,38.048808,44.055416
4,25,16,31.79504,35.445488,37.035476
4,25,17,10.179535,13.731568,15.687691
4,25,18,0,2.6546575,1.4921
4,25,19,0,0,0
4,25,20,0,0,0
4,25,21,0,0,0
4,25,22,0,0,0
4,25,23,0,0,0
4,26,0,0,0,0
4,26,1,0,0,0
4,26,2,0,0,0
4,26,3,0,0,0
4,26,4,0,0,0
4,26,5,4.073468,0.215004172,3.6264115
4,26,6,22.313184,13.919573,18.390624
4,26,7,37.967524,35.374904,40.091424
4,26,8,43.54508,41.456904,46.62782
4,26,9,44.997664,43.597092,48.516736
4,26,10,45.487508,44.307656,49.493472
4,26,11,45.487976,42.55378,49.699752
4,26,12,40.168728,42.334148,49.65724
4,26,13,39.362328,41.749156,50
4,26,14,18.501626,42.903468,49.56404
4,26,15,25.434766,41.029272,47.475296
4,26,16,13.91277,35.328332,40.105612
4,26,17,8.856431,18.780058,17.628162
4,26,18,0,2.70813275,0.228309156
4,26,19,0,0,0
4,26,20,0,0,0
4,26,21,0,0,0
4,26,22,0,0,0
4,26,23,0,0,0
4,27,0,0,0,0
4,27,1,0,0,0
4,27,2,0,0,0
4,27,3,0,0,0
4,27,4,0,0,0
4,27,5,4.261433,0.058125719,1.506196625
4,27,6,23.380088,13.752091,16.560634
4,27,7,40.0712,22.616272,35.4147
4,27,8,45.59816,42.400144,43.066184
4,27,9,47.612724,32.801246,46.1955
4,27,10,48.24048,31.21474,47.598436
4,27,11,48.618284,34.254096,48.065332
4,27,12,48.57798,21.689092,43.648148
4,27,13,48.89232,46.999344,42.123664
4,27,14,48.096828,29.471218,46.536224
4,27,15,22.015144,38.607944,42.015308
4,27,16,27.868824,29.408652,31.241666
4,27,17,9.996313,19.879814,8.425153
4,27,18,0,3.09709075,0
4,27,19,0,0,0
4,27,20,0,0,0
4,27,21,0,0,0
4,27,22,0,0,0
4,27,23,0,0,0
4,28,0,0,0,0
4,28,1,0,0,0
4,28,2,0,0,0
4,28,3,0,0,0
4,28,4,0,0,0
4,28,5,1.025506875,2.9490445,0
4,28,6,0,17.24696,0.639558438
4,28,7,4.8006895,39.042,3.07805775
4,28,8,1.389617,45.055568,45.7279
4,28,9,12.04287,47.54452,47.996368
4,28,10,50.192344,47.857348,48.837848
4,28,11,42.721684,48.066256,49.432448
4,28,12,30.89443,47.789436,49.54808
4,28,13,40.527956,47.40376,49.182972
4,28,14,21.349464,46.408672,48.138524
4,28,15,1.171112375,44.944336,46.757788
4,28,16,0.564894688,39.37146,40.012964
4,28,17,11.658276,21.693192,18.363468
4,28,18,0,3.7623665,4.353593
4,28,19,0,0,0
4,28,20,0,0,0
4,28,21,0,0,0
4,28,22,0,0,0
4,28,23,0,0,0
4,29,0,0,0,0
4,29,1,0,0,0
4,29,2,0,0,0
4,29,3,0,0,0
4,29,4,0,0,0
4,29,5,4.4328545,3.5130295,3.109732
4,29,6,24.072544,17.14177,18.390068
4,29,7,40.604488,38.220664,40.129588
4,29,8,45.078992,43.95456,46.489652
4,29,9,45.098744,44.997108,48.442816
4,29,10,45.5012,45.571512,50
4,29,11,45.355464,45.688684,50
4,29,12,46.217532,45.421848,50
4,29,13,45.550868,44.867468,50
4,29,14,44.791736,43.926732,50
4,29,15,42.21652,42.300368,48.046216
4,29,16,34.5205,37.051012,40.939864
4,29,17,11.265888,13.105814,18.683928
4,29,18,0,1.934108375,5.249752
4,29,19,0,0,0
4,29,20,0,0,0
4,29,21,0,0,0
4,29,22,0,0,0
4,29,23,0,0,0
4,30,0,0,0,0
4,30,1,0,0,0
4,30,2,0,0,0
4,30,3,0,0,0
4,30,4,0,0,0
4,30,5,2.43206725,4.614288,5.6285475
4,30,6,18.47885,13.278521,19.229186
4,30,7,38.711748,36.769984,40.906704
4,30,8,43.92382,41.723484,46.866092
4,30,9,45.620932,43.07848,48.587768
4,30,10,46.613648,43.8108,49.420308
4,30,11,46.75542,45.504108,49.512972
4,30,12,46.520168,45.274272,49.965988
4,30,13,46.381032,45.011372,50
4,30,14,45.159448,45.70002,48.776236
